Year,Race,Race Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
2003,White,2106-3,"Disorder of arteries and arterioles, unspecified",I77.9,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,122,9814964,1.2,1.1
2003,White,2106-3,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Hypotension, unspecified",I95.9,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Influenza with pneumonia, virus not identified",J11.0,31,9814964,0.3,0.3
2003,White,2106-3,"Influenza with other respiratory manifestations, virus not identified",J11.1,32,9814964,0.3,0.3
2003,White,2106-3,Pneumonia due to Streptococcus pneumoniae,J13,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Pneumonia due to Pseudomonas,J15.1,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Pneumonia due to staphylococcus,J15.2,35,9814964,0.4,0.3
2003,White,2106-3,Pneumonia due to other streptococci,J15.4,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Bacterial pneumonia, unspecified",J15.9,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Bronchopneumonia, unspecified",J18.0,36,9814964,0.4,0.3
2003,White,2106-3,"Lobar pneumonia, unspecified",J18.1,33,9814964,0.3,0.3
2003,White,2106-3,"Pneumonia, unspecified",J18.9,1880,9814964,19.2,16.8
2003,White,2106-3,"Acute bronchitis, unspecified",J20.9,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Unspecified acute lower respiratory infection,J22,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Bronchitis, not specified as acute or chronic",J40,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Unspecified chronic bronchitis,J42,23,9814964,0.2,0.2
2003,White,2106-3,"Emphysema, unspecified",J43.9,700,9814964,7.1,6.3
2003,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other specified chronic obstructive pulmonary disease,J44.8,213,9814964,2.2,1.9
2003,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,4450,9814964,45.3,39.9
2003,White,2106-3,"Asthma, unspecified",J45.9,101,9814964,1,0.9
2003,White,2106-3,Bronchiectasis,J47,37,9814964,0.4,0.3
2003,White,2106-3,Coalworker's pneumoconiosis,J60,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Pneumoconiosis due to asbestos and other mineral fibres,J61,20,9814964,0.2,0.2
2003,White,2106-3,Pneumonitis due to food and vomit,J69.0,708,9814964,7.2,6.3
2003,White,2106-3,Adult respiratory distress syndrome,J80,65,9814964,0.7,0.6
2003,White,2106-3,Pulmonary oedema,J81,29,9814964,0.3,0.3
2003,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,393,9814964,4,3.5
2003,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,81,9814964,0.8,0.7
2003,White,2106-3,Pyothorax without fistula,J86.9,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Pleural effusion, not elsewhere classified",J90,44,9814964,0.4,0.4
2003,White,2106-3,Acute respiratory failure,J96.0,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Chronic respiratory failure,J96.1,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Respiratory failure, unspecified",J96.9,153,9814964,1.6,1.4
2003,White,2106-3,Pulmonary collapse,J98.1,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other disorders of lung,J98.4,128,9814964,1.3,1.2
2003,White,2106-3,Other specified respiratory disorders,J98.8,28,9814964,0.3,0.3
2003,White,2106-3,Gastro-oesophageal reflux disease without oesophagitis,K21.9,38,9814964,0.4,0.4
2003,White,2106-3,Oesophageal obstruction,K22.2,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Dyskinesia of oesophagus,K22.4,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,24,9814964,0.2,0.2
2003,White,2106-3,"Gastric ulcer, chronic or unspecified with perforation",K25.5,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,26,9814964,0.3,0.2
2003,White,2106-3,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,30,9814964,0.3,0.3
2003,White,2106-3,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other specified diseases of stomach and duodenum,K31.8,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Diaphragmatic hernia without obstruction or gangrene,K44.9,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Crohn's disease, unspecified",K50.9,24,9814964,0.2,0.2
2003,White,2106-3,"Ulcerative colitis, unspecified",K51.9,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,80,9814964,0.8,0.7
2003,White,2106-3,Acute vascular disorders of intestine,K55.0,111,9814964,1.1,1
2003,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,239,9814964,2.4,2.1
2003,White,2106-3,Volvulus,K56.2,16,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Intestinal adhesions [bands] with obstruction,K56.5,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other and unspecified intestinal obstruction,K56.6,176,9814964,1.8,1.6
2003,White,2106-3,"Ileus, unspecified",K56.7,21,9814964,0.2,0.2
2003,White,2106-3,Diverticular disease of large intestine with perforation and abscess,K57.2,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,54,9814964,0.6,0.5
2003,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,65,9814964,0.7,0.6
2003,White,2106-3,"Megacolon, not elsewhere classified",K59.3,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Perforation of intestine (nontraumatic),K63.1,73,9814964,0.7,0.7
2003,White,2106-3,"Disease of intestine, unspecified",K63.9,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Acute peritonitis,K65.0,21,9814964,0.2,0.2
2003,White,2106-3,"Peritonitis, unspecified",K65.9,37,9814964,0.4,0.3
2003,White,2106-3,Haemoperitoneum,K66.1,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Alcoholic hepatitis,K70.1,30,9814964,0.3,0.3
2003,White,2106-3,Alcoholic cirrhosis of liver,K70.3,208,9814964,2.1,2
2003,White,2106-3,Alcoholic hepatic failure,K70.4,32,9814964,0.3,0.3
2003,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,24,9814964,0.2,0.2
2003,White,2106-3,Acute and subacute hepatic failure,K72.0,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Hepatic failure, unspecified",K72.9,120,9814964,1.2,1.1
2003,White,2106-3,Primary biliary cirrhosis,K74.3,24,9814964,0.2,0.2
2003,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,584,9814964,6,5.3
2003,White,2106-3,Autoimmune hepatitis,K75.4,16,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Inflammatory liver disease, unspecified",K75.9,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Fatty (change of) liver, not elsewhere classified",K76.0,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Hepatorenal syndrome,K76.7,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Liver disease, unspecified",K76.9,70,9814964,0.7,0.7
2003,White,2106-3,Calculus of gallbladder without cholecystitis,K80.2,28,9814964,0.3,0.3
2003,White,2106-3,Acute cholecystitis,K81.0,31,9814964,0.3,0.3
2003,White,2106-3,"Cholecystitis, unspecified",K81.9,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Disease of gallbladder, unspecified",K82.9,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Cholangitis,K83.0,25,9814964,0.3,0.2
2003,White,2106-3,Obstruction of bile duct,K83.1,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Acute pancreatitis,K85,127,9814964,1.3,1.2
2003,White,2106-3,Other chronic pancreatitis,K86.1,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Disease of pancreas, unspecified",K86.9,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,333,9814964,3.4,3
2003,White,2106-3,Cellulitis of other parts of limb,L03.1,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Cellulitis, unspecified",L03.9,22,9814964,0.2,0.2
2003,White,2106-3,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,19,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Decubitus ulcer,L89,42,9814964,0.4,0.4
2003,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,92,9814964,0.9,0.8
2003,White,2106-3,"Arthritis, unspecified",M13.9,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Arthrosis, unspecified",M19.9,51,9814964,0.5,0.5
2003,White,2106-3,Wegener's granulomatosis,M31.3,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,39,9814964,0.4,0.4
2003,White,2106-3,Other forms of systemic sclerosis,M34.8,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Systemic sclerosis, unspecified",M34.9,40,9814964,0.4,0.4
2003,White,2106-3,"Scoliosis, unspecified",M41.9,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Spinal stenosis,M48.0,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Myositis, unspecified",M60.9,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other specified disorders of muscle,M62.8,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Necrotizing fasciitis,M72.6,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Unspecified osteoporosis with pathological fracture,M80.9,29,9814964,0.3,0.3
2003,White,2106-3,"Osteoporosis, unspecified",M81.9,43,9814964,0.4,0.4
2003,White,2106-3,"Osteomyelitis, unspecified",M86.9,43,9814964,0.4,0.4
2003,White,2106-3,"Chronic nephritic syndrome, unspecified",N03.9,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,19,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Obstructive and reflux uropathy, unspecified",N13.9,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Acute renal failure with tubular necrosis,N17.0,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Acute renal failure, unspecified",N17.9,282,9814964,2.9,2.5
2003,White,2106-3,End-stage renal disease,N18.0,272,9814964,2.8,2.5
2003,White,2106-3,Other chronic renal failure,N18.8,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Chronic renal failure, unspecified",N18.9,369,9814964,3.8,3.3
2003,White,2106-3,Unspecified renal failure,N19,778,9814964,7.9,7
2003,White,2106-3,"Disorder of kidney and ureter, unspecified",N28.9,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Urinary tract infection, site not specified",N39.0,503,9814964,5.1,4.5
2003,White,2106-3,Hyperplasia of prostate,N40,15,9814964,0.2 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Newborn affected by incompetent cervix,P01.0,13,9814964,0.1 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,19,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Newborn affected by other forms of placental separation and haemorrhage,P02.1,20,9814964,0.2,0.2
2003,White,2106-3,Newborn affected by chorioamnionitis,P02.7,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Extreme immaturity,P07.2,76,9814964,0.8,0.9
2003,White,2106-3,Other preterm infants,P07.3,37,9814964,0.4,0.4
2003,White,2106-3,"Birth asphyxia, unspecified",P21.9,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Respiratory distress syndrome of newborn,P22.0,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Primary atelectasis of newborn,P28.0,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Neonatal cardiac dysrhythmia,P29.1,13,9814964,0.1 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Bacterial sepsis of newborn, unspecified",P36.9,20,9814964,0.2,0.2
2003,White,2106-3,Hydrops fetalis not due to haemolytic disease,P83.2,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Atrial septal defect,Q21.1,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Hypoplastic left heart syndrome,Q23.4,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Congenital malformation of heart, unspecified",Q24.9,36,9814964,0.4,0.4
2003,White,2106-3,Hypoplasia and dysplasia of lung,Q33.6,22,9814964,0.2,0.3
2003,White,2106-3,"Polycystic kidney, unspecified",Q61.3,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Congenital diaphragmatic hernia,Q79.0,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Congenital malformation, unspecified",Q89.9,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Down's syndrome, unspecified",Q90.9,27,9814964,0.3,0.3
2003,White,2106-3,"Edwards' syndrome, unspecified",Q91.3,16,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Respiratory arrest,R09.2,59,9814964,0.6,0.5
2003,White,2106-3,Other specified symptoms and signs involving the digestive system and abdomen,R19.8,11,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Senility,R54,107,9814964,1.1,0.9
2003,White,2106-3,Other and unspecified convulsions,R56.8,28,9814964,0.3,0.3
2003,White,2106-3,Cardiogenic shock,R57.0,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Shock, unspecified",R57.9,19,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Other lack of expected normal physiological development,R62.8,84,9814964,0.9,0.7
2003,White,2106-3,Cachexia,R64,49,9814964,0.5,0.4
2003,White,2106-3,Sudden infant death syndrome - SIDS,R95,52,9814964,0.5,0.6
2003,White,2106-3,Instantaneous death,R96.0,21,9814964,0.2,0.2
2003,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,1278,9814964,13,12.7
2003,White,2106-3,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,31,9814964,0.3,0.3
2003,White,2106-3,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,50,9814964,0.5,0.5
2003,White,2106-3,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,19,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,18,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,31,9814964,0.3,0.3
2003,White,2106-3,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,36,9814964,0.4,0.4
2003,White,2106-3,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,21,9814964,0.2,0.2
2003,White,2106-3,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident",V43.9,30,9814964,0.3,0.3
2003,White,2106-3,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,20,9814964,0.2,0.2
2003,White,2106-3,"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident",V47.9,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,16,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49.5,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Car occupant [any] injured in unspecified traffic accident,V49.9,76,9814964,0.8,0.8
2003,White,2106-3,Person injured in collision between other specified motor vehicles (traffic),V87.7,177,9814964,1.8,1.8
2003,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,413,9814964,4.2,4.2
2003,White,2106-3,Person injured in unspecified vehicle accident,V89.9,15,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Unspecified aircraft accident injuring occupant,V95.9,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,"Fall on same level from slipping, tripping and stumbling",W01,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Fall involving bed,W06,24,9814964,0.2,0.2
2003,White,2106-3,Fall on and from stairs and steps,W10,78,9814964,0.8,0.7
2003,White,2106-3,Fall on and from ladder,W11,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other fall from one level to another,W17,12,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Other fall on same level,W18,97,9814964,1,0.9
2003,White,2106-3,Unspecified fall,W19,333,9814964,3.4,3
2003,White,2106-3,"Struck by thrown, projected or falling object",W20,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Contact with agricultural machinery,W30,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Discharge from other and unspecified firearms,W34,15,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Explosion of other materials,W40,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Drowning and submersion while in natural water,W69,16,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Unspecified drowning and submersion,W74,24,9814964,0.2,0.2
2003,White,2106-3,Accidental suffocation and strangulation in bed,W75,22,9814964,0.2,0.3
2003,White,2106-3,Other accidental hanging and strangulation,W76,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Inhalation of gastric contents,W78,13,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,19,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,151,9814964,1.5,1.4
2003,White,2106-3,Exposure to unspecified electric current,W87,10,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Exposure to uncontrolled fire in building or structure,X00,86,9814964,0.9,0.9
2003,White,2106-3,Exposure to excessive natural cold,X31,17,9814964,0.2 (Unreliable),0.2 (Unreliable)
2003,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,28,9814964,0.3,0.3
2003,White,2106-3,Accidental poisoning/exposure to narcotics,X42,244,9814964,2.5,2.5
2003,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,252,9814964,2.6,2.5
2003,White,2106-3,Accidental poisoning by and exposure to other gases and vapours,X47,14,9814964,0.1 (Unreliable),0.1 (Unreliable)
2003,White,2106-3,Exposure to unspecified factor,X59,350,9814964,3.6,3.2
